review_id,timestamp,rating,review_text,app_version,device,country
rev_0000638,2026-03-30T06:00:00,5,Great offers and smooth checkout,6.3.2,Android,United States
rev_0000639,2026-06-16T22:00:00,4,Love the new design,6.3.2,Android,India
rev_0000640,2026-06-26T13:00:00,4,Great offers and smooth checkout,6.3.2,Android,United States
rev_0000641,2026-07-27T04:00:00,2,Login is slow,6.4.0,Android,India
rev_0000642,2026-04-15T17:00:00,1,App crash during checkout,6.3.2,Android,India
rev_0000643,2026-05-03T21:00:00,2,Login is slow,6.3.2,iOS,United States
rev_0000644,2026-05-14T22:00:00,4,Easy to use and fast,6.3.2,Android,India
rev_0000645,2026-02-06T08:00:00,4,Great offers and smooth checkout,6.3.2,Android,India
rev_0000646,2026-03-04T22:00:00,5,Easy to use and fast,6.3.2,Desktop,United Kingdom
rev_0000647,2026-03-05T01:00:00,2,Login is slow,6.3.2,Android,United States
rev_0000648,2026-04-03T05:00:00,4,Love the new design,6.3.2,Android,Singapore
rev_0000649,2026-06-17T05:00:00,5,Easy to use and fast,6.3.2,Desktop,India
rev_0000650,2026-07-25T13:00:00,5,Easy to use and fast,6.4.0,Android,Germany
rev_0000651,2026-05-25T15:00:00,1,Payment keeps failing on Android,6.3.2,Android,United Kingdom
rev_0000652,2026-04-12T21:00:00,5,Great offers and smooth checkout,6.3.2,Android,United Kingdom
rev_0000653,2026-03-19T13:00:00,4,Easy to use and fast,6.3.2,iOS,Singapore
rev_0000654,2026-03-11T20:00:00,5,Great offers and smooth checkout,6.3.2,Android,India
rev_0000655,2026-04-13T05:00:00,5,Love the new design,6.3.2,Android,Singapore
rev_0000656,2026-02-22T05:00:00,5,Love the new design,6.3.2,Android,United States
rev_0000657,2026-05-17T21:00:00,1,Login is slow,6.3.2,Android,United States
rev_0000658,2026-02-04T00:00:00,4,Great offers and smooth checkout,6.3.2,Desktop,Germany
rev_0000659,2026-03-14T11:00:00,1,Payment keeps failing on Android,6.3.2,Android,United Kingdom
rev_0000660,2026-06-12T10:00:00,2,Login is slow,6.3.2,Android,United Kingdom
rev_0000661,2026-04-07T12:00:00,1,App crash during checkout,6.3.2,Android,India
rev_0000662,2026-04-13T01:00:00,4,Love the new design,6.3.2,iOS,India
rev_0000663,2026-07-04T01:00:00,4,Great offers and smooth checkout,6.3.2,Android,Singapore
rev_0000664,2026-06-09T03:00:00,2,Payment keeps failing on Android,6.3.2,iOS,United States
rev_0000665,2026-02-05T08:00:00,4,Easy to use and fast,6.3.2,iOS,Singapore
rev_0000666,2026-03-02T22:00:00,4,Great offers and smooth checkout,6.3.2,Android,India
rev_0000667,2026-06-01T13:00:00,2,Refund is delayed,6.3.2,iOS,United States
rev_0000668,2026-02-07T15:00:00,1,Payment keeps failing on Android,6.3.2,Android,India
rev_0000669,2026-03-01T02:00:00,5,Love the new design,6.3.2,Desktop,India
rev_0000670,2026-06-19T06:00:00,4,Great offers and smooth checkout,6.3.2,Android,India
rev_0000671,2026-02-12T14:00:00,2,Refund is delayed,6.3.2,iOS,India
rev_0000672,2026-04-07T13:00:00,2,Login is slow,6.3.2,Android,United States
rev_0000673,2026-07-13T04:00:00,5,Easy to use and fast,6.3.2,Android,India
rev_0000674,2026-02-19T20:00:00,5,Love the new design,6.3.2,Android,United States
rev_0000675,2026-04-30T13:00:00,4,Great offers and smooth checkout,6.3.2,Android,United States
rev_0000676,2026-02-27T16:00:00,5,Easy to use and fast,6.3.2,Desktop,Singapore
rev_0000677,2026-04-06T00:00:00,2,Login is slow,6.3.2,Android,India
rev_0000678,2026-02-22T19:00:00,4,Love the new design,6.3.2,Android,United Kingdom
rev_0000679,2026-07-22T17:00:00,2,Login is slow,6.4.0,Android,India
rev_0000680,2026-07-20T04:00:00,1,Login is slow,6.4.0,Android,India
rev_0000681,2026-06-23T04:00:00,1,Refund is delayed,6.3.2,Android,United Kingdom
rev_0000682,2026-02-07T06:00:00,4,Great offers and smooth checkout,6.3.2,Android,India
rev_0000683,2026-04-25T15:00:00,2,Payment keeps failing on Android,6.3.2,Android,India
rev_0000684,2026-02-05T07:00:00,5,Great offers and smooth checkout,6.3.2,Android,India
rev_0000685,2026-02-22T23:00:00,4,Love the new design,6.3.2,Android,Singapore
rev_0000686,2026-03-11T11:00:00,5,Easy to use and fast,6.3.2,Desktop,United States
rev_0000687,2026-06-04T09:00:00,1,Payment keeps failing on Android,6.3.2,Android,United States
rev_0000688,2026-06-15T08:00:00,4,Easy to use and fast,6.3.2,Android,India
rev_0000689,2026-06-04T16:00:00,4,Great offers and smooth checkout,6.3.2,Android,United States
rev_0000690,2026-07-26T03:00:00,1,App crash during checkout,6.4.0,Android,Singapore
rev_0000691,2026-03-29T06:00:00,4,Easy to use and fast,6.3.2,iOS,India
rev_0000692,2026-02-01T06:00:00,4,Great offers and smooth checkout,6.3.2,Desktop,India
rev_0000693,2026-05-28T07:00:00,5,Great offers and smooth checkout,6.3.2,Desktop,Germany
rev_0000694,2026-04-13T16:00:00,5,Easy to use and fast,6.3.2,Android,India
rev_0000695,2026-03-17T09:00:00,5,Love the new design,6.3.2,Android,United Kingdom
rev_0000696,2026-05-27T20:00:00,2,Refund is delayed,6.3.2,Android,India
rev_0000697,2026-07-16T01:00:00,4,Great offers and smooth checkout,6.3.2,Android,India
rev_0000698,2026-02-27T10:00:00,2,Login is slow,6.3.2,Android,United States
rev_0000699,2026-04-27T14:00:00,2,Payment keeps failing on Android,6.3.2,Android,India
rev_0000700,2026-03-27T21:00:00,5,Easy to use and fast,6.3.2,Desktop,India
