date,campaign_id,impressions,clicks,spend,conversions,revenue
2026-06-05,cmp_006,3792,76,16.39,3,235.59
2026-06-05,cmp_007,3820,43,8.60,1,69.88
2026-06-05,cmp_008,4148,65,11.48,3,270.45
2026-06-06,cmp_001,4789,162,335.72,6,453.22
2026-06-06,cmp_002,4547,190,390.71,8,605.64
2026-06-06,cmp_003,3940,162,163.69,4,279.88
2026-06-06,cmp_004,4038,143,155.18,5,421.98
2026-06-06,cmp_005,4480,84,15.75,3,183.30
2026-06-06,cmp_006,5947,89,15.88,4,264.27
2026-06-06,cmp_007,4194,75,14.39,3,230.55
2026-06-06,cmp_008,4680,64,13.96,2,120.76
2026-06-07,cmp_001,3300,99,179.41,3,226.61
2026-06-07,cmp_002,4776,184,407.21,9,597.02
2026-06-07,cmp_003,4846,183,217.14,9,679.42
2026-06-07,cmp_004,4518,160,172.05,8,480.49
2026-06-07,cmp_005,4116,136,24.76,7,598.93
2026-06-07,cmp_006,3140,50,10.84,2,166.74
2026-06-07,cmp_007,3604,52,10.34,2,141.45
2026-06-07,cmp_008,4258,56,11.17,2,111.11
2026-06-08,cmp_001,2565,89,151.91,3,188.43
2026-06-08,cmp_002,4754,164,364.69,5,466.14
2026-06-08,cmp_003,4384,160,148.02,4,225.95
2026-06-08,cmp_004,3700,102,102.00,5,380.10
2026-06-08,cmp_005,4979,99,17.81,2,178.86
2026-06-08,cmp_006,4899,76,15.75,2,118.99
2026-06-08,cmp_007,4820,52,9.70,2,148.90
2026-06-08,cmp_008,4016,73,14.33,2,171.87
2026-06-09,cmp_001,3736,122,255.89,5,298.81
2026-06-09,cmp_002,4002,153,317.02,7,445.04
2026-06-09,cmp_003,4053,150,173.91,4,310.41
2026-06-09,cmp_004,5806,227,231.47,9,637.43
2026-06-09,cmp_005,3864,95,19.03,4,251.52
2026-06-09,cmp_006,4230,102,19.09,4,365.39
2026-06-09,cmp_007,5429,88,17.77,2,131.24
2026-06-09,cmp_008,3852,66,13.02,2,158.52
2026-06-10,cmp_001,4005,128,248.06,3,258.37
2026-06-10,cmp_002,4884,171,357.98,6,418.46
2026-06-10,cmp_003,4038,139,156.68,5,328.50
2026-06-10,cmp_004,5344,203,235.87,7,448.86
2026-06-10,cmp_005,4130,65,10.80,1,71.44
2026-06-10,cmp_006,5062,134,26.64,4,258.66
2026-06-10,cmp_007,3907,76,13.43,2,164.64
2026-06-10,cmp_008,4413,54,10.05,2,161.14
2026-06-11,cmp_001,4385,150,284.77,6,440.96
2026-06-11,cmp_002,4263,146,294.82,7,542.44
2026-06-11,cmp_003,5171,191,210.91,5,322.46
2026-06-11,cmp_004,3897,150,184.99,3,218.02
2026-06-11,cmp_005,4557,44,8.54,1,66.17
2026-06-11,cmp_006,2920,47,9.31,1,86.13
2026-06-11,cmp_007,4452,75,14.77,3,224.01
2026-06-11,cmp_008,3430,79,14.98,4,307.49
2026-06-12,cmp_001,4370,182,379.60,6,543.48
2026-06-12,cmp_002,3964,151,314.17,6,417.10
2026-06-12,cmp_003,3955,165,193.68,8,530.89
2026-06-12,cmp_004,4307,177,177.49,6,490.03
2026-06-12,cmp_005,4525,117,24.51,3,182.92
2026-06-12,cmp_006,4665,83,18.26,2,180.40
2026-06-12,cmp_007,4210,81,18.45,2,150.27
2026-06-12,cmp_008,4401,40,8.82,1,94.43
2026-06-13,cmp_001,4393,170,380.67,5,413.04
2026-06-13,cmp_002,3984,150,297.42,5,340.75
2026-06-13,cmp_003,4018,128,130.16,5,363.81
2026-06-13,cmp_004,4918,120,135.22,4,326.08
2026-06-13,cmp_005,5113,80,14.93,3,202.05
2026-06-13,cmp_006,6084,131,27.23,3,233.88
2026-06-13,cmp_007,4609,156,26.09,7,639.75
2026-06-13,cmp_008,4987,85,18.18,3,236.67
2026-06-14,cmp_001,3960,137,281.04,4,371.92
2026-06-14,cmp_002,4938,157,356.54,3,280.21
2026-06-14,cmp_003,3904,127,146.82,5,295.38
2026-06-14,cmp_004,5320,231,259.16,12,662.87
2026-06-14,cmp_005,3867,89,18.52,4,242.07
2026-06-14,cmp_006,5334,92,18.81,4,294.98
2026-06-14,cmp_007,3677,68,13.98,2,151.83
2026-06-14,cmp_008,5876,52,11.47,2,127.13
2026-06-15,cmp_001,5105,168,261.45,7,543.98
2026-06-15,cmp_002,4973,222,313.29,8,490.43
2026-06-15,cmp_003,3237,103,107.93,3,210.71
2026-06-15,cmp_004,4235,127,150.99,5,288.16
2026-06-15,cmp_005,4458,96,18.34,5,361.68
2026-06-15,cmp_006,4991,119,23.20,4,259.04
2026-06-15,cmp_007,5114,75,16.65,3,269.98
2026-06-15,cmp_008,4779,93,20.58,2,128.13
2026-06-16,cmp_001,5397,188,239.09,6,439.48
2026-06-16,cmp_002,3601,118,163.02,4,328.92
2026-06-16,cmp_003,4959,189,170.23,8,700.54
2026-06-16,cmp_004,5281,197,183.76,7,557.69
2026-06-16,cmp_005,5440,65,13.87,2,177.59
2026-06-16,cmp_006,5831,122,25.89,4,298.94
2026-06-16,cmp_007,4866,76,16.74,3,187.17
2026-06-16,cmp_008,4581,77,16.71,3,232.59
2026-06-17,cmp_001,3768,112,171.27,3,282.71
2026-06-17,cmp_002,5573,201,260.38,8,671.56
2026-06-17,cmp_003,4777,179,177.88,4,328.78
2026-06-17,cmp_004,4480,140,156.24,5,395.72
2026-06-17,cmp_005,3794,97,16.82,3,165.87
2026-06-17,cmp_006,4668,47,8.69,1,74.79
2026-06-17,cmp_007,4569,126,26.55,4,290.46
2026-06-17,cmp_008,4575,106,21.64,4,317.90
2026-06-18,cmp_001,3524,142,205.23,6,514.15
2026-06-18,cmp_002,5469,185,261.31,5,381.50
2026-06-18,cmp_003,4423,179,184.33,4,270.05
2026-06-18,cmp_004,3831,140,148.52,3,202.19
2026-06-18,cmp_005,4958,53,11.21,1,79.45
2026-06-18,cmp_006,5746,152,31.22,4,233.48
2026-06-18,cmp_007,4421,106,19.88,5,357.28
2026-06-18,cmp_008,5056,81,15.27,3,257.06
2026-06-19,cmp_001,2978,83,129.44,4,244.34
2026-06-19,cmp_002,4900,150,204.84,3,279.71
2026-06-19,cmp_003,2752,96,107.85,2,137.64
2026-06-19,cmp_004,4071,158,159.01,6,465.18
2026-06-19,cmp_005,5809,107,21.07,2,149.39
2026-06-19,cmp_006,5000,122,23.90,3,246.78
2026-06-19,cmp_007,5421,94,20.06,3,179.74
2026-06-19,cmp_008,4054,50,8.81,2,178.63
2026-06-20,cmp_001,5005,196,286.26,6,474.64
2026-06-20,cmp_002,4332,131,159.86,5,277.75
2026-06-20,cmp_003,4027,128,176.62,6,379.55
2026-06-20,cmp_004,5768,136,149.83,4,354.22
2026-06-20,cmp_005,4237,88,16.57,2,178.91
2026-06-20,cmp_006,4411,79,15.57,2,158.33
2026-06-20,cmp_007,5536,116,21.67,5,280.96
2026-06-20,cmp_008,4446,62,12.70,1,80.88
2026-06-21,cmp_001,5380,121,167.78,4,359.87
2026-06-21,cmp_002,3815,145,225.06,7,618.90
2026-06-21,cmp_003,3402,101,110.77,4,297.44
2026-06-21,cmp_004,3605,84,90.97,2,176.35
2026-06-21,cmp_005,3041,33,7.06,1,76.92
2026-06-21,cmp_006,3752,36,7.37,1,78.54
2026-06-21,cmp_007,4413,77,14.27,2,129.50
2026-06-21,cmp_008,3756,56,11.09,2,181.81
2026-06-22,cmp_001,5327,176,255.51,9,836.35
2026-06-22,cmp_002,4902,150,196.98,4,284.88
2026-06-22,cmp_003,3836,89,92.68,2,169.83
2026-06-22,cmp_004,5082,205,199.54,8,718.16
2026-06-22,cmp_005,4242,99,20.70,2,176.03
2026-06-22,cmp_006,3491,56,10.51,2,114.64
2026-06-22,cmp_007,4169,63,10.35,2,155.44
2026-06-22,cmp_008,4286,53,10.66,2,166.24
2026-06-23,cmp_001,2896,86,119.19,4,316.99
2026-06-23,cmp_002,4582,196,311.78,6,463.31
2026-06-23,cmp_003,4206,168,195.58,5,278.17
2026-06-23,cmp_004,4644,162,196.28,6,384.23
2026-06-23,cmp_005,4319,137,31.10,4,226.17
2026-06-23,cmp_006,4664,70,13.60,1,88.83
2026-06-23,cmp_007,4178,123,24.33,3,170.81
2026-06-23,cmp_008,4719,91,18.37,2,113.82
2026-06-24,cmp_001,2835,91,123.04,3,282.58
2026-06-24,cmp_002,4089,141,230.52,4,223.49
2026-06-24,cmp_003,4626,157,163.41,8,719.16
2026-06-24,cmp_004,4767,152,174.41,6,565.67
2026-06-24,cmp_005,3172,51,9.49,1,71.92
2026-06-24,cmp_006,4756,90,18.17,3,217.95
2026-06-24,cmp_007,5542,75,14.60,1,79.99
2026-06-24,cmp_008,5266,99,22.20,5,370.14
2026-06-25,cmp_001,3604,138,193.91,7,397.05
2026-06-25,cmp_002,4172,147,207.80,4,343.66
2026-06-25,cmp_003,4076,127,137.58,3,254.90
2026-06-25,cmp_004,3872,166,200.13,4,296.30
2026-06-25,cmp_005,4039,53,12.60,1,71.86
2026-06-25,cmp_006,4566,81,18.20,2,153.57
2026-06-25,cmp_007,4445,50,9.72,2,171.49
2026-06-25,cmp_008,5885,126,26.95,6,506.31
2026-06-26,cmp_001,4136,107,136.94,4,236.00
2026-06-26,cmp_002,5384,215,281.63,9,669.62
2026-06-26,cmp_003,5386,201,223.85,5,467.47
2026-06-26,cmp_004,4305,148,153.89,7,466.71
2026-06-26,cmp_005,5212,68,11.45,2,156.94
2026-06-26,cmp_006,5085,70,14.10,1,81.85
2026-06-26,cmp_007,3507,74,11.34,3,197.07
2026-06-26,cmp_008,4311,57,11.70,2,126.48
2026-06-27,cmp_001,3835,112,167.89,3,253.83
2026-06-27,cmp_002,3373,114,175.09,4,291.14
2026-06-27,cmp_003,6052,216,226.48,6,336.04
2026-06-27,cmp_004,4779,158,186.58,8,535.37
2026-06-27,cmp_005,4399,61,13.22,3,230.22
2026-06-27,cmp_006,4316,100,17.77,5,435.47
2026-06-27,cmp_007,3775,65,12.01,1,55.04
2026-06-27,cmp_008,3150,46,9.82,1,79.22
2026-06-28,cmp_001,4440,124,172.37,5,418.34
2026-06-28,cmp_002,4589,165,238.70,5,393.81
2026-06-28,cmp_003,4430,172,205.83,7,594.94
2026-06-28,cmp_004,5643,213,249.49,11,906.88
2026-06-28,cmp_005,4972,100,19.62,5,388.89
2026-06-28,cmp_006,5161,73,15.25,3,219.60
2026-06-28,cmp_007,5678,69,14.50,2,177.91
2026-06-28,cmp_008,4673,64,13.28,2,129.71
2026-06-29,cmp_001,3683,137,202.11,4,343.43
2026-06-29,cmp_002,3634,108,170.83,2,181.28
2026-06-29,cmp_003,4451,121,148.55,6,358.78
2026-06-29,cmp_004,4863,139,159.94,4,362.78
2026-06-29,cmp_005,3763,47,9.47,1,66.65
2026-06-29,cmp_006,4985,105,22.11,5,330.95
2026-06-29,cmp_007,5079,106,23.54,4,330.40
2026-06-29,cmp_008,5295,74,15.05,2,116.42
2026-06-30,cmp_001,3888,138,230.80,6,344.72
2026-06-30,cmp_002,4155,148,194.05,7,469.45
2026-06-30,cmp_003,4859,235,268.84,8,497.01
2026-06-30,cmp_004,4140,151,150.80,8,733.09
2026-06-30,cmp_005,3726,57,12.10,2,166.03
2026-06-30,cmp_006,4729,99,17.46,3,246.61
2026-06-30,cmp_007,5104,66,13.12,3,193.96
2026-06-30,cmp_008,4833,115,24.14,4,333.00
2026-07-01,cmp_001,4011,154,235.54,7,664.12
2026-07-01,cmp_002,5028,199,287.19,6,389.80
2026-07-01,cmp_003,5155,219,218.66,9,770.66
2026-07-01,cmp_004,5108,184,178.26,9,777.40
2026-07-01,cmp_005,4036,56,11.48,2,148.70
2026-07-01,cmp_006,4948,110,23.66,3,188.54
2026-07-01,cmp_007,4709,40,7.84,2,140.52
2026-07-01,cmp_008,5163,95,16.09,2,180.76
2026-07-02,cmp_001,4586,190,238.89,7,536.86
2026-07-02,cmp_002,3947,122,177.12,4,340.64
2026-07-02,cmp_003,3984,118,116.40,3,218.11
2026-07-02,cmp_004,3786,162,165.54,7,589.28
2026-07-02,cmp_005,4137,80,16.61,2,177.97
2026-07-02,cmp_006,6117,72,16.09,3,212.64
2026-07-02,cmp_007,3088,32,7.52,1,63.88
2026-07-02,cmp_008,3461,87,19.62,2,162.56
2026-07-03,cmp_001,4491,147,214.63,6,348.42
2026-07-03,cmp_002,3401,106,153.23,2,170.45
2026-07-03,cmp_003,4531,169,196.21,6,407.94
2026-07-03,cmp_004,4171,175,191.51,8,626.67
2026-07-03,cmp_005,3702,54,12.41,1,79.94
2026-07-03,cmp_006,4736,93,19.65,4,305.44
2026-07-03,cmp_007,4223,114,21.63,5,416.91
2026-07-03,cmp_008,4329,89,16.22,4,347.43
2026-07-04,cmp_001,4377,193,331.40,9,749.82
2026-07-04,cmp_002,3662,134,175.29,6,410.04
2026-07-04,cmp_003,4108,156,178.28,6,463.50
2026-07-04,cmp_004,4244,123,158.24,3,217.24
2026-07-04,cmp_005,5101,65,12.96,2,166.47
2026-07-04,cmp_006,3547,66,13.39,1,69.54
2026-07-04,cmp_007,5831,171,33.10,8,498.42
2026-07-04,cmp_008,4673,72,13.24,2,133.19
2026-07-05,cmp_001,4568,141,201.30,3,255.95
2026-07-05,cmp_002,3813,139,198.93,3,278.58
2026-07-05,cmp_003,3614,105,114.96,3,243.75
2026-07-05,cmp_004,3649,100,114.30,4,266.14
2026-07-05,cmp_005,4544,96,18.69,5,370.55
2026-07-05,cmp_006,3964,60,10.96,2,143.68
2026-07-05,cmp_007,4189,54,9.84,2,118.24
2026-07-05,cmp_008,4363,51,8.68,2,130.06
2026-07-06,cmp_001,6093,209,315.07,10,766.19
2026-07-06,cmp_002,4610,168,224.23,7,544.99
2026-07-06,cmp_003,2989,123,134.71,6,502.00
2026-07-06,cmp_004,4387,165,176.40,8,654.26
2026-07-06,cmp_005,3511,68,13.85,2,162.42
2026-07-06,cmp_006,4429,57,11.32,2,115.87
2026-07-06,cmp_007,4248,77,15.46,2,187.46
2026-07-06,cmp_008,5595,98,18.38,3,206.02
2026-07-07,cmp_001,4737,207,299.17,11,613.24
2026-07-07,cmp_002,2374,85,130.37,4,255.23
2026-07-07,cmp_003,4456,180,199.85,5,390.24
2026-07-07,cmp_004,4505,154,154.94,7,609.27
2026-07-07,cmp_005,3623,67,15.16,1,67.86
2026-07-07,cmp_006,4591,68,14.96,2,185.59
2026-07-07,cmp_007,4704,133,24.48,6,519.53
2026-07-07,cmp_008,3362,70,12.43,3,204.44
2026-07-08,cmp_001,4750,170,242.35,8,538.80
2026-07-08,cmp_002,4393,169,273.47,7,581.05
2026-07-08,cmp_003,3510,115,133.43,5,335.60
2026-07-08,cmp_004,3846,101,113.19,5,410.79
2026-07-08,cmp_005,4394,97,16.91,3,200.24
2026-07-08,cmp_006,4545,114,23.39,3,210.91
2026-07-08,cmp_007,4528,113,19.63,5,336.22
2026-07-08,cmp_008,4725,74,12.99,3,210.10
2026-07-09,cmp_001,4193,129,184.39,3,197.48
2026-07-09,cmp_002,3336,107,139.70,3,230.01
2026-07-09,cmp_003,4686,172,177.81,7,525.07
2026-07-09,cmp_004,4359,155,158.71,7,598.27
2026-07-09,cmp_005,4870,96,18.27,4,221.30
2026-07-09,cmp_006,4124,80,14.85,2,154.29
2026-07-09,cmp_007,4790,38,7.14,1,63.86
2026-07-09,cmp_008,4800,49,9.23,1,75.80
2026-07-10,cmp_001,4450,153,224.55,5,314.75
2026-07-10,cmp_002,4173,132,209.04,4,360.20
2026-07-10,cmp_003,4155,156,154.31,5,409.47
2026-07-10,cmp_004,4538,160,188.32,5,281.13
2026-07-10,cmp_005,4791,64,12.06,2,122.06
2026-07-10,cmp_006,4032,59,13.18,1,59.86
2026-07-10,cmp_007,4355,53,11.05,1,83.75
2026-07-10,cmp_008,5509,90,18.52,2,170.41
2026-07-11,cmp_001,3742,149,198.44,7,386.94
2026-07-11,cmp_002,4511,190,287.06,10,934.25
2026-07-11,cmp_003,4286,181,208.38,9,809.02
2026-07-11,cmp_004,3991,120,115.32,3,281.61
2026-07-11,cmp_005,4750,58,12.36,2,132.27
2026-07-11,cmp_006,4794,77,16.41,2,156.73
2026-07-11,cmp_007,4680,28,6.01,1,83.06
2026-07-11,cmp_008,4519,68,15.41,3,228.67
2026-07-12,cmp_001,4012,135,191.67,3,180.49
2026-07-12,cmp_002,4916,183,279.28,6,531.06
2026-07-12,cmp_003,4825,171,185.56,7,464.70
2026-07-12,cmp_004,4116,185,178.00,4,297.75
2026-07-12,cmp_005,3907,105,21.03,3,175.52
2026-07-12,cmp_006,3725,87,18.03,2,141.30
2026-07-12,cmp_007,4317,120,24.91,5,339.58
2026-07-12,cmp_008,4487,69,13.47,2,139.68
2026-07-13,cmp_001,4897,176,284.90,9,636.48
2026-07-13,cmp_002,5081,200,271.99,9,766.89
2026-07-13,cmp_003,4388,125,127.03,5,327.18
2026-07-13,cmp_004,4324,133,147.98,6,569.00
2026-07-13,cmp_005,5300,89,17.99,4,309.80
2026-07-13,cmp_006,5473,81,19.08,2,179.86
2026-07-13,cmp_007,4807,100,21.07,3,201.00
2026-07-13,cmp_008,4146,41,7.95,1,91.89
2026-07-14,cmp_001,4153,129,197.08,7,495.66
2026-07-14,cmp_002,4750,172,262.03,7,431.55
2026-07-14,cmp_003,4935,198,194.17,6,347.12
2026-07-14,cmp_004,4928,215,254.51,8,753.96
2026-07-14,cmp_005,4631,84,19.08,3,259.37
2026-07-14,cmp_006,4263,96,19.52,2,142.93
2026-07-14,cmp_007,3383,30,6.22,1,81.37
2026-07-14,cmp_008,5097,84,19.00,2,149.89
2026-07-15,cmp_001,4261,169,231.37,5,310.26
2026-07-15,cmp_002,4513,187,242.31,10,849.65
2026-07-15,cmp_003,5310,189,209.04,8,449.42
2026-07-15,cmp_004,4576,193,204.28,8,749.22
2026-07-15,cmp_005,5032,61,11.72,2,116.37
2026-07-15,cmp_006,4845,97,18.70,2,146.58
2026-07-15,cmp_007,4252,47,9.56,2,115.45
2026-07-15,cmp_008,4679,89,15.07,3,204.97
2026-07-16,cmp_001,4346,166,203.07,6,523.52
2026-07-16,cmp_002,4436,157,221.92,5,324.22
2026-07-16,cmp_003,4685,154,148.46,7,658.59
2026-07-16,cmp_004,5421,202,234.60,10,670.46
2026-07-16,cmp_005,3015,67,14.10,2,165.07
2026-07-16,cmp_006,4308,55,10.65,2,150.96
2026-07-16,cmp_007,5382,95,19.90,3,167.53
2026-07-16,cmp_008,5095,61,10.90,2,125.61
2026-07-17,cmp_001,4430,167,228.07,7,429.49
2026-07-17,cmp_002,3677,104,153.05,5,436.30
2026-07-17,cmp_003,3091,92,99.19,2,183.55
2026-07-17,cmp_004,5220,187,206.87,7,549.84
2026-07-17,cmp_005,4340,69,11.80,2,148.00
2026-07-17,cmp_006,3596,42,8.87,1,57.54
2026-07-17,cmp_007,4583,102,19.24,3,214.37
2026-07-17,cmp_008,4002,76,15.95,2,189.10
2026-07-18,cmp_001,6169,197,262.32,8,649.54
2026-07-18,cmp_002,4123,145,206.34,3,228.14
2026-07-18,cmp_003,4391,155,168.97,3,216.21
2026-07-18,cmp_004,4014,135,156.19,4,355.99
2026-07-18,cmp_005,3369,57,11.04,2,183.81
2026-07-18,cmp_006,5226,101,20.59,5,301.20
2026-07-18,cmp_007,3811,60,11.49,2,164.69
2026-07-18,cmp_008,4400,82,18.94,3,261.82
2026-07-19,cmp_001,3932,124,199.14,3,167.82
2026-07-19,cmp_002,5069,161,210.82,4,277.95
2026-07-19,cmp_003,3175,98,110.92,3,215.80
2026-07-19,cmp_004,3855,163,188.26,8,716.95
2026-07-19,cmp_005,2757,25,5.39,1,82.13
2026-07-19,cmp_006,4558,82,17.12,4,258.61
2026-07-19,cmp_007,5317,102,21.73,3,189.22
2026-07-19,cmp_008,5226,107,22.55,3,197.77
2026-07-20,cmp_001,4012,133,198.23,5,470.26
2026-07-20,cmp_002,4621,193,251.12,9,662.00
2026-07-20,cmp_003,4121,160,189.61,7,392.71
2026-07-20,cmp_004,5120,204,223.25,5,351.39
2026-07-20,cmp_005,3950,73,14.82,2,120.55
2026-07-20,cmp_006,5304,77,16.31,3,207.02
2026-07-20,cmp_007,4607,99,15.92,4,342.84
2026-07-20,cmp_008,5340,100,20.39,3,210.84
2026-07-21,cmp_001,4481,134,195.31,7,507.77
2026-07-21,cmp_002,4767,140,200.30,6,472.25
2026-07-21,cmp_003,3437,90,107.37,4,305.44
2026-07-21,cmp_004,5754,196,231.43,6,377.54
2026-07-21,cmp_005,3132,56,10.21,2,164.21
2026-07-21,cmp_006,3920,94,19.68,3,245.56
2026-07-21,cmp_007,4138,89,17.04,3,237.90
2026-07-21,cmp_008,5034,89,17.31,2,179.11
2026-07-22,cmp_001,4037,134,195.97,3,216.53
2026-07-22,cmp_002,2329,83,120.73,3,262.63
2026-07-22,cmp_003,4188,131,147.21,6,381.56
2026-07-22,cmp_004,4310,159,149.12,6,496.43
2026-07-22,cmp_005,3528,48,9.64,2,128.98
2026-07-22,cmp_006,3842,37,7.05,1,77.20
2026-07-22,cmp_007,4648,62,14.53,2,151.08
2026-07-22,cmp_008,3782,42,8.87,1,90.38
2026-07-23,cmp_001,5015,209,310.07,11,731.39
2026-07-23,cmp_002,4107,136,202.08,6,510.14
2026-07-23,cmp_003,4851,218,238.31,7,539.16
2026-07-23,cmp_004,5161,173,187.39,8,569.87
2026-07-23,cmp_005,3389,62,13.05,2,124.04
2026-07-23,cmp_006,4026,79,12.76,2,133.63
2026-07-23,cmp_007,3855,79,14.86,2,144.43
2026-07-23,cmp_008,3218,30,7.37,1,66.98
2026-07-24,cmp_001,3867,158,203.12,5,366.06
2026-07-24,cmp_002,3683,145,219.50,5,465.59
2026-07-24,cmp_003,2607,99,112.39,4,379.85
2026-07-24,cmp_004,3396,110,124.86,4,378.02
2026-07-24,cmp_005,5440,75,15.59,4,258.32
2026-07-24,cmp_006,4077,85,19.28,3,201.52
2026-07-24,cmp_007,4330,72,14.54,2,181.92
2026-07-24,cmp_008,4441,79,15.36,2,118.48
2026-07-25,cmp_001,3859,106,136.43,5,357.57
2026-07-25,cmp_002,4222,172,255.72,8,504.22
2026-07-25,cmp_003,4086,124,145.04,3,251.63
2026-07-25,cmp_004,3835,116,126.77,2,126.57
2026-07-25,cmp_005,3552,65,12.58,3,176.93
2026-07-25,cmp_006,3247,77,14.73,3,282.55
2026-07-25,cmp_007,6021,48,10.04,1,87.66
2026-07-25,cmp_008,4628,72,13.02,3,259.83
2026-07-26,cmp_001,5285,192,270.25,10,908.43
2026-07-26,cmp_002,4340,180,227.38,5,385.37
2026-07-26,cmp_003,5410,134,140.46,7,416.02
2026-07-26,cmp_004,4742,154,147.74,7,616.24
2026-07-26,cmp_005,3201,33,6.70,1,65.38
2026-07-26,cmp_006,4465,86,18.18,3,278.91
2026-07-26,cmp_007,5484,99,19.04,2,163.53
2026-07-26,cmp_008,3541,63,10.29,2,175.40
2026-07-27,cmp_001,4459,166,250.79,7,442.86
2026-07-27,cmp_002,5938,184,266.14,8,460.10
2026-07-27,cmp_003,3788,112,108.94,4,365.02
2026-07-27,cmp_004,3556,133,134.40,6,479.81
2026-07-27,cmp_005,4412,115,25.12,5,330.46
2026-07-27,cmp_006,6012,179,36.33,6,436.04
2026-07-27,cmp_007,3448,32,6.31,1,87.72
2026-07-27,cmp_008,5777,76,16.68,3,215.49
2026-07-28,cmp_001,4557,167,250.01,6,372.28
2026-07-28,cmp_002,3844,141,214.63,5,423.20
2026-07-28,cmp_003,4521,155,176.75,7,578.33
2026-07-28,cmp_004,5277,204,236.79,8,573.23
2026-07-28,cmp_005,3914,87,17.71,4,367.95
2026-07-28,cmp_006,3946,66,13.75,1,62.99
2026-07-28,cmp_007,3665,60,10.74,2,153.12
2026-07-28,cmp_008,4894,60,13.41,1,58.62
2026-07-29,cmp_001,3660,118,183.91,6,354.08
2026-07-29,cmp_002,4271,135,251.88,3,215.79
2026-07-29,cmp_003,5133,196,223.49,8,734.05
2026-07-29,cmp_004,4289,126,128.38,5,405.52
2026-07-29,cmp_005,4788,75,15.24,2,164.23
2026-07-29,cmp_006,4240,66,13.73,2,120.78
2026-07-29,cmp_007,4871,108,21.17,5,311.15
2026-07-29,cmp_008,5095,72,14.94,2,181.37
2026-07-30,cmp_001,3436,111,171.95,3,241.44
2026-07-30,cmp_002,4903,156,214.74,7,425.08
2026-07-30,cmp_003,5135,233,253.33,7,654.39
2026-07-30,cmp_004,2951,95,97.80,3,192.54
2026-07-30,cmp_005,5176,71,13.64,1,77.47
2026-07-30,cmp_006,4237,66,13.29,2,128.93
2026-07-30,cmp_007,4707,64,14.26,2,151.83
2026-07-30,cmp_008,3345,45,9.40,1,88.81
2026-07-31,cmp_001,4257,144,199.58,5,329.96
2026-07-31,cmp_002,3342,127,190.77,3,249.33
2026-07-31,cmp_003,3668,169,184.99,7,504.93
2026-07-31,cmp_004,5909,182,207.39,6,440.88
2026-07-31,cmp_005,3814,57,11.36,1,67.83
2026-07-31,cmp_006,4778,66,13.36,2,154.10
2026-07-31,cmp_007,5047,68,13.31,3,219.54
2026-07-31,cmp_008,5325,118,19.69,4,282.70
